date,month,commodity,market,mandi_avg,observed_price,transport_issue,weather_impact,is_anomaly,commodity_id,market_id
2024-08-19,8,Sugar,Azadpur,47.18,48.83,0,0,0,3,0
2024-11-22,11,Sugar,Rohini,45.04,48.33,0,0,0,3,6
2025-04-02,4,Tomato,Okhla,43.75,49.1,0,0,0,4,5
2024-12-05,12,Potato,Ghazipur,23.8,24.41,0,0,0,2,2
2025-11-02,11,Tomato,INA Market,36.16,108.14,0,0,1,4,3
2021-08-26,8,Milk,Daryaganj,63.84,125.77,0,0,1,0,1
2022-02-01,2,Tomato,Daryaganj,36.39,48.0,0,1,0,4,1
2023-07-12,7,Tomato,Azadpur,98.97,112.44,0,0,0,4,0
2021-01-25,1,Milk,INA Market,61.7,65.82,0,0,0,0,3
2025-09-08,9,Potato,Azadpur,26.09,35.42,0,1,0,2,0
2021-10-09,10,Sugar,Azadpur,43.17,48.42,0,0,0,3,0
2021-05-13,5,Potato,Azadpur,24.89,26.66,1,1,0,2,0
2022-05-10,5,Tomato,Okhla,39.35,43.81,0,0,0,4,5
2024-10-12,10,Onion,INA Market,71.04,81.49,0,0,0,1,3
2023-03-23,3,Onion,Keshopur,37.01,41.57,0,0,0,1,4
2025-07-04,7,Sugar,Daryaganj,39.98,43.31,0,0,0,3,1
2024-05-19,5,Sugar,INA Market,47.02,58.49,1,0,0,3,3
2021-04-04,4,Onion,Rohini,31.95,34.51,0,0,0,1,6
2023-05-12,5,Potato,Daryaganj,24.97,34.85,0,1,0,2,1
2021-12-16,12,Potato,INA Market,26.39,28.45,0,0,0,2,3
2025-01-25,1,Sugar,Azadpur,45.54,51.19,0,0,0,3,0
2025-12-17,12,Tomato,Keshopur,41.77,47.08,0,0,0,4,4
2022-01-04,1,Sugar,Rohini,42.12,50.12,1,0,0,3,6
2021-08-01,8,Potato,Azadpur,25.05,26.58,0,0,0,2,0
2022-12-15,12,Tomato,Daryaganj,37.19,39.79,0,0,0,4,1
2023-08-26,8,Onion,Azadpur,37.2,42.65,0,1,0,1,0
2023-05-13,5,Potato,Keshopur,23.73,26.19,1,0,0,2,4
2024-05-15,5,Tomato,Keshopur,43.08,45.99,1,0,0,4,4
2025-07-14,7,Onion,Keshopur,37.29,39.32,0,0,0,1,4
2025-03-22,3,Onion,Azadpur,35.5,36.19,0,0,0,1,0
2021-10-29,10,Tomato,Azadpur,39.87,40.59,0,0,0,4,0
2021-09-13,9,Tomato,Rohini,107.0,122.6,0,0,0,4,6
2022-03-02,3,Onion,Daryaganj,35.65,37.49,0,0,0,1,1
2024-11-19,11,Onion,Ghazipur,66.51,71.92,0,0,0,1,2
2022-08-18,8,Sugar,INA Market,42.18,46.59,0,0,0,3,3
2024-04-23,4,Potato,Rohini,23.21,24.17,0,0,0,2,6
2021-10-02,10,Onion,Rohini,64.88,127.53,0,0,1,1,6
2024-03-26,3,Sugar,Okhla,42.86,101.82,0,0,1,3,5
2025-09-23,9,Milk,Okhla,72.03,73.25,0,0,0,0,5
2024-08-24,8,Onion,INA Market,35.1,48.87,0,1,0,1,3
2025-07-24,7,Sugar,INA Market,39.88,42.14,0,0,0,3,3
2021-08-22,8,Sugar,INA Market,43.5,46.93,0,0,0,3,3
2025-05-28,5,Onion,Rohini,33.57,35.93,0,0,0,1,6
2022-04-28,4,Sugar,INA Market,44.94,46.04,0,0,0,3,3
2022-03-10,3,Potato,Daryaganj,24.57,24.68,0,0,0,2,1
2024-05-24,5,Potato,Daryaganj,24.25,25.31,0,0,0,2,1
2022-04-05,4,Onion,Okhla,31.75,36.45,0,0,0,1,5
2022-12-27,12,Milk,Okhla,64.18,114.71,0,0,1,0,5
2025-08-13,8,Potato,Daryaganj,24.95,27.4,0,0,0,2,1
2025-03-31,3,Potato,Keshopur,25.92,29.59,0,0,0,2,4
2025-08-08,8,Milk,Keshopur,69.48,74.27,0,0,0,0,4
2021-07-10,7,Milk,Okhla,61.46,101.89,0,0,1,0,5
2023-06-08,6,Onion,Ghazipur,38.07,80.89,0,0,1,1,2
2025-08-10,8,Sugar,Rohini,47.52,50.93,0,0,0,3,6
2024-03-07,3,Onion,Daryaganj,33.35,33.55,0,0,0,1,1
2025-06-10,6,Sugar,INA Market,44.41,44.74,0,0,0,3,3
2022-07-22,7,Tomato,Keshopur,99.22,103.56,0,0,0,4,4
2025-01-30,1,Tomato,Daryaganj,42.19,43.19,0,0,0,4,1
2021-07-11,7,Potato,Daryaganj,27.38,29.79,0,0,0,2,1
2024-01-04,1,Milk,Daryaganj,66.51,73.14,0,0,0,0,1
2025-07-14,7,Sugar,Okhla,43.58,45.07,0,0,0,3,5
2023-06-19,6,Onion,Azadpur,36.73,39.73,0,0,0,1,0
2023-08-25,8,Tomato,Rohini,104.67,120.12,0,0,0,4,6
2023-01-07,1,Onion,Azadpur,36.15,75.26,0,0,1,1,0
2025-08-30,8,Onion,Azadpur,31.88,32.37,0,0,0,1,0
2022-10-25,10,Milk,Rohini,64.08,69.14,0,0,0,0,6
2021-12-12,12,Potato,Ghazipur,26.61,27.7,0,0,0,2,2
2023-06-03,6,Sugar,Ghazipur,46.72,53.71,0,0,0,3,2
2024-01-08,1,Potato,Keshopur,25.03,28.53,0,0,0,2,4
2023-03-15,3,Onion,INA Market,34.76,39.92,0,0,0,1,3
2025-01-09,1,Sugar,Okhla,43.16,47.91,0,0,0,3,5
2024-04-16,4,Milk,INA Market,72.37,81.1,0,0,0,0,3
2024-04-21,4,Milk,Daryaganj,68.26,125.04,0,0,1,0,1
2024-03-05,3,Sugar,Keshopur,39.72,43.63,0,1,0,3,4
2022-07-14,7,Tomato,Rohini,95.27,109.34,0,0,0,4,6
2023-02-12,2,Sugar,Keshopur,40.35,45.37,1,0,0,3,4
2024-01-28,1,Sugar,INA Market,43.13,47.35,0,0,0,3,3
2022-06-16,6,Potato,Keshopur,23.99,26.95,0,0,0,2,4
2022-10-19,10,Potato,Daryaganj,27.24,41.86,0,0,1,2,1
2023-04-18,4,Onion,Daryaganj,34.52,36.69,0,0,0,1,1
2021-06-14,6,Onion,INA Market,37.09,39.95,0,0,0,1,3
2024-04-23,4,Potato,Okhla,23.72,24.86,0,0,0,2,5
2023-02-23,2,Milk,Daryaganj,61.07,61.16,1,0,0,0,1
2023-11-13,11,Onion,Ghazipur,63.55,65.65,0,0,0,1,2
2023-04-06,4,Potato,Daryaganj,23.83,27.97,0,1,0,2,1
2022-05-18,5,Milk,Rohini,59.96,65.26,0,0,0,0,6
2023-07-07,7,Sugar,Keshopur,48.0,74.21,0,0,1,3,4
2024-04-14,4,Tomato,Okhla,42.09,46.27,0,0,0,4,5
2022-06-22,6,Potato,INA Market,23.08,25.82,0,0,0,2,3
2024-06-19,6,Potato,Okhla,24.31,25.35,0,0,0,2,5
2023-08-18,8,Potato,Daryaganj,27.21,27.6,0,0,0,2,1
2025-06-06,6,Milk,Ghazipur,69.81,76.47,0,0,0,0,2
2024-05-06,5,Sugar,Keshopur,46.46,48.07,0,0,0,3,4
2025-12-06,12,Milk,Azadpur,65.88,135.11,0,0,1,0,0
2025-06-01,6,Onion,Daryaganj,34.35,45.42,1,0,0,1,1
2024-10-31,10,Milk,Ghazipur,59.46,62.66,0,0,0,0,2
2023-06-12,6,Milk,INA Market,60.5,62.59,0,0,0,0,3
2022-09-29,9,Onion,Daryaganj,33.72,35.27,0,0,0,1,1
2022-07-08,7,Sugar,Ghazipur,46.38,46.96,0,0,0,3,2
2021-08-12,8,Sugar,Daryaganj,46.8,49.93,0,0,0,3,1
2022-05-16,5,Tomato,Keshopur,42.72,47.51,0,0,0,4,4
2024-03-02,3,Sugar,Keshopur,48.03,65.95,1,1,0,3,4
2024-09-10,9,Potato,Keshopur,25.2,63.55,0,0,1,2,4
2021-01-01,1,Onion,Keshopur,36.26,38.56,0,0,0,1,4
2024-11-07,11,Onion,Okhla,64.44,74.3,0,1,0,1,5
2023-08-03,8,Potato,Keshopur,25.6,35.52,1,0,0,2,4
2021-11-06,11,Potato,Keshopur,26.95,29.65,0,0,0,2,4
2021-01-10,1,Milk,Daryaganj,68.94,78.47,0,0,0,0,1
2023-06-16,6,Milk,Azadpur,66.31,79.65,1,0,0,0,0
2022-10-12,10,Milk,INA Market,69.19,112.8,0,0,1,0,3
2021-01-06,1,Tomato,INA Market,38.44,42.15,0,0,0,4,3
2024-06-20,6,Onion,Okhla,35.54,37.19,0,0,0,1,5
2023-02-23,2,Milk,Azadpur,59.58,125.32,0,0,1,0,0
2025-05-24,5,Onion,INA Market,36.52,39.53,0,0,0,1,3
2023-09-04,9,Tomato,Azadpur,102.52,117.01,0,0,0,4,0
2025-12-05,12,Onion,Okhla,31.6,31.86,0,0,0,1,5
2025-08-20,8,Tomato,Rohini,107.02,196.13,0,0,1,4,6
2025-03-23,3,Tomato,Daryaganj,40.9,44.66,0,0,0,4,1
2022-07-12,7,Sugar,Azadpur,40.06,41.17,0,0,0,3,0
2024-04-05,4,Potato,Okhla,26.86,27.76,0,0,0,2,5
2022-05-18,5,Potato,Okhla,23.92,26.12,0,0,0,2,5
2024-09-06,9,Onion,Daryaganj,32.95,35.88,0,0,0,1,1
2024-04-19,4,Tomato,Ghazipur,37.69,40.08,0,0,0,4,2
2025-08-25,8,Potato,INA Market,26.47,27.74,0,0,0,2,3
2024-07-11,7,Potato,Keshopur,22.88,24.2,0,0,0,2,4
2023-12-14,12,Tomato,INA Market,41.96,46.59,0,0,0,4,3
2022-08-27,8,Milk,Keshopur,68.14,74.72,1,0,0,0,4
2024-01-21,1,Onion,Ghazipur,32.15,33.4,0,0,0,1,2
2022-11-19,11,Tomato,Azadpur,42.11,43.12,0,0,0,4,0
2022-05-19,5,Onion,Azadpur,31.65,35.9,0,0,0,1,0
2024-07-27,7,Sugar,Daryaganj,40.93,44.23,0,0,0,3,1
2022-09-08,9,Potato,Rohini,25.73,29.21,0,0,0,2,6
2022-04-05,4,Potato,Okhla,26.41,29.47,0,0,0,2,5
2021-07-02,7,Sugar,Okhla,45.2,57.28,1,0,0,3,5
2021-10-11,10,Tomato,Rohini,37.0,39.2,0,0,0,4,6
2022-11-13,11,Sugar,INA Market,47.5,118.96,0,1,1,3,3
2023-07-11,7,Tomato,Daryaganj,96.67,98.84,0,0,0,4,1
2023-03-09,3,Tomato,Ghazipur,38.41,43.28,0,0,0,4,2
2022-09-16,9,Tomato,Daryaganj,97.13,287.8,0,0,1,4,1
2021-05-28,5,Tomato,Daryaganj,36.27,39.85,0,0,0,4,1
2023-11-08,11,Milk,Azadpur,68.31,75.75,0,0,0,0,0
2022-03-23,3,Onion,Daryaganj,31.66,32.99,0,0,0,1,1
2025-10-11,10,Sugar,Keshopur,42.69,99.07,0,0,1,3,4
2022-11-01,11,Onion,INA Market,71.54,122.31,0,0,1,1,3
2025-08-31,8,Onion,Rohini,34.97,39.9,0,0,0,1,6
2022-10-31,10,Milk,Keshopur,70.41,123.84,0,1,1,0,4
2024-06-01,6,Onion,Okhla,34.66,44.27,0,1,0,1,5
2022-08-23,8,Onion,Ghazipur,34.5,36.35,0,0,0,1,2
2023-11-16,11,Sugar,INA Market,45.99,50.0,0,0,0,3,3
2024-10-23,10,Tomato,Azadpur,37.22,39.72,0,0,0,4,0
2021-12-08,12,Milk,Rohini,59.9,66.01,0,0,0,0,6
2021-12-09,12,Milk,Keshopur,72.28,79.45,0,0,0,0,4
2025-10-27,10,Tomato,Keshopur,37.44,40.66,0,0,0,4,4
2022-06-28,6,Sugar,Okhla,46.26,47.26,0,0,0,3,5
2024-01-13,1,Potato,INA Market,23.8,67.0,0,0,1,2,3
2025-02-04,2,Tomato,Keshopur,36.07,95.8,0,1,1,4,4
2025-08-17,8,Sugar,Azadpur,39.62,45.04,0,0,0,3,0
2021-12-27,12,Sugar,Okhla,41.4,54.58,1,0,0,3,5
2025-05-01,5,Potato,Azadpur,27.05,37.35,1,0,0,2,0
2022-09-19,9,Potato,Okhla,22.81,24.97,0,0,0,2,5
2025-11-11,11,Milk,Okhla,63.67,72.99,0,0,0,0,5
2025-02-22,2,Tomato,Azadpur,39.87,101.55,0,0,1,4,0
2021-12-16,12,Tomato,Okhla,36.78,49.81,1,0,0,4,5
2023-02-21,2,Milk,Keshopur,71.41,78.68,0,0,0,0,4
2023-10-05,10,Sugar,Azadpur,47.67,53.14,0,0,0,3,0
2022-02-09,2,Tomato,Keshopur,36.63,39.51,0,0,0,4,4
2022-12-05,12,Milk,INA Market,71.29,76.45,0,0,0,0,3
2025-01-24,1,Potato,Ghazipur,27.25,57.01,0,0,1,2,2
2023-01-15,1,Milk,Okhla,67.38,70.74,0,0,0,0,5
2021-09-17,9,Tomato,Daryaganj,98.53,99.31,0,0,0,4,1
2023-07-24,7,Sugar,Okhla,43.53,46.69,0,0,0,3,5
2022-01-04,1,Onion,Okhla,34.23,35.68,0,0,0,1,5
2024-11-09,11,Milk,INA Market,63.51,136.81,0,0,1,0,3
2024-10-13,10,Potato,INA Market,23.11,23.15,0,0,0,2,3
2023-02-10,2,Potato,Keshopur,24.02,27.29,0,0,0,2,4
2021-11-30,11,Milk,Keshopur,64.27,66.0,0,0,0,0,4
2022-11-30,11,Potato,Okhla,27.39,28.35,0,0,0,2,5
2021-10-08,10,Potato,INA Market,25.25,49.46,0,0,1,2,3
2024-04-08,4,Tomato,INA Market,41.9,43.89,0,0,0,4,3
2023-11-13,11,Sugar,Keshopur,46.81,51.04,0,0,0,3,4
2024-10-26,10,Tomato,Ghazipur,37.4,78.97,0,0,1,4,2
2024-11-29,11,Sugar,Okhla,47.8,54.61,0,0,0,3,5
2021-12-20,12,Onion,Daryaganj,36.6,38.87,0,0,0,1,1
2022-04-27,4,Milk,Keshopur,61.6,64.37,0,0,0,0,4
2025-02-19,2,Tomato,Ghazipur,41.96,43.74,0,0,0,4,2
2022-01-28,1,Potato,Keshopur,27.06,30.68,0,0,0,2,4
2023-03-19,3,Milk,INA Market,61.49,75.74,1,0,0,0,3
2024-02-28,2,Onion,Rohini,34.76,75.62,0,0,1,1,6
2023-04-09,4,Potato,Keshopur,25.34,25.38,0,0,0,2,4
2023-04-16,4,Potato,INA Market,23.35,26.29,0,0,0,2,3
2025-08-03,8,Tomato,Ghazipur,94.16,103.34,0,0,0,4,2
2021-04-30,4,Onion,Daryaganj,37.18,101.7,0,0,1,1,1
2024-03-11,3,Potato,Keshopur,26.77,30.46,0,0,0,2,4
2022-05-18,5,Onion,Rohini,34.97,35.18,0,0,0,1,6
2024-02-03,2,Tomato,Keshopur,41.3,47.1,0,0,0,4,4
2023-08-16,8,Onion,Keshopur,36.98,40.09,0,0,0,1,4
2022-05-20,5,Tomato,Rohini,37.29,49.93,0,1,0,4,6
2025-01-04,1,Potato,Keshopur,24.1,27.05,0,0,0,2,4
2022-08-21,8,Tomato,Ghazipur,108.64,110.15,0,0,0,4,2
2021-10-23,10,Potato,INA Market,27.48,31.86,0,1,0,2,3
2024-07-17,7,Tomato,Ghazipur,97.24,102.4,0,0,0,4,2
2024-03-18,3,Tomato,Rohini,42.53,58.05,0,1,0,4,6
2025-12-07,12,Milk,Daryaganj,59.97,67.91,0,0,0,0,1
2023-04-28,4,Tomato,Daryaganj,39.07,47.02,1,0,0,4,1
2025-05-26,5,Sugar,Azadpur,48.35,121.02,0,0,1,3,0
2024-08-09,8,Onion,Okhla,37.45,66.27,0,0,1,1,5
2022-06-27,6,Sugar,Rohini,39.64,44.27,0,0,0,3,6
2024-10-27,10,Tomato,Rohini,40.77,118.2,0,0,1,4,6
2022-02-26,2,Milk,Rohini,68.54,69.02,0,0,0,0,6
2025-09-30,9,Tomato,Keshopur,99.15,101.64,0,0,0,4,4
2024-09-30,9,Sugar,Ghazipur,43.16,115.52,0,0,1,3,2
2024-11-09,11,Onion,Azadpur,73.5,82.3,0,0,0,1,0
2023-02-07,2,Sugar,Ghazipur,46.31,46.33,0,0,0,3,2
2022-12-27,12,Potato,Azadpur,26.78,30.61,0,0,0,2,0
2024-03-06,3,Milk,Okhla,68.57,78.55,0,0,0,0,5
2022-11-28,11,Potato,INA Market,25.49,29.28,0,0,0,2,3
2024-10-23,10,Tomato,Okhla,39.7,44.42,0,0,0,4,5
2024-09-22,9,Potato,Okhla,27.32,54.21,0,0,1,2,5
2025-03-19,3,Onion,Keshopur,36.35,39.77,0,0,0,1,4
2022-12-25,12,Tomato,Rohini,43.74,45.28,0,0,0,4,6
2022-08-20,8,Milk,Rohini,69.69,74.24,1,0,0,0,6
2025-04-14,4,Tomato,INA Market,43.29,46.95,1,0,0,4,3
2022-11-15,11,Milk,Keshopur,71.02,73.14,0,0,0,0,4
2025-03-12,3,Potato,Daryaganj,23.38,26.67,0,0,0,2,1
2022-04-02,4,Tomato,Keshopur,38.51,43.87,1,0,0,4,4
2023-09-01,9,Tomato,Okhla,104.5,119.4,0,0,0,4,5
2021-03-13,3,Onion,INA Market,32.94,34.81,0,0,0,1,3
2023-09-21,9,Potato,INA Market,24.73,26.0,0,0,0,2,3
2025-03-11,3,Milk,Azadpur,71.96,72.9,0,1,0,0,0
2023-03-22,3,Milk,Keshopur,69.51,71.06,0,0,0,0,4
2022-05-05,5,Tomato,Ghazipur,38.56,38.79,0,0,0,4,2
2024-01-27,1,Potato,Rohini,22.58,23.42,0,0,0,2,6
2021-09-14,9,Tomato,Keshopur,101.28,103.06,0,0,0,4,4
2024-06-04,6,Tomato,Rohini,43.14,48.05,0,0,0,4,6
2025-08-05,8,Milk,Ghazipur,68.28,69.15,0,0,0,0,2
2023-11-26,11,Sugar,Daryaganj,46.6,52.0,0,0,0,3,1
2023-08-25,8,Sugar,Keshopur,46.3,112.35,0,0,1,3,4
2024-09-01,9,Tomato,Ghazipur,99.84,122.51,0,1,0,4,2
2025-06-29,6,Potato,Okhla,23.09,25.27,0,0,0,2,5
2022-03-05,3,Tomato,Ghazipur,36.07,40.32,0,0,0,4,2
2024-07-22,7,Milk,Azadpur,66.17,77.64,1,0,0,0,0
2023-03-07,3,Potato,INA Market,26.9,32.37,1,0,0,2,3
2024-03-01,3,Tomato,Keshopur,43.32,46.56,0,0,0,4,4
2021-04-10,4,Onion,Daryaganj,32.4,32.42,0,0,0,1,1
2022-03-05,3,Sugar,Azadpur,43.26,47.32,0,0,0,3,0
2022-07-02,7,Onion,Rohini,36.99,37.56,0,0,0,1,6
2023-01-22,1,Onion,Ghazipur,38.1,40.79,0,0,0,1,2
2021-04-04,4,Potato,INA Market,23.85,26.43,0,0,0,2,3
2023-01-23,1,Tomato,Ghazipur,38.78,45.84,0,1,0,4,2
2025-06-08,6,Sugar,Daryaganj,41.13,42.9,0,0,0,3,1
2023-12-13,12,Potato,Rohini,26.88,28.54,0,0,0,2,6
2023-05-22,5,Tomato,Daryaganj,43.3,44.98,0,0,0,4,1
2025-06-28,6,Milk,Azadpur,72.59,76.27,0,0,0,0,0
2022-06-21,6,Tomato,Keshopur,43.65,45.65,0,0,0,4,4
2024-03-09,3,Onion,Rohini,35.09,35.3,0,0,0,1,6
2023-09-17,9,Sugar,Ghazipur,47.53,139.64,0,0,1,3,2
2024-04-30,4,Potato,Daryaganj,25.42,30.32,1,1,0,2,1
2024-02-12,2,Sugar,Ghazipur,44.74,61.99,0,1,0,3,2
2022-05-13,5,Potato,Rohini,26.75,28.32,0,0,0,2,6
2025-03-29,3,Potato,Ghazipur,26.57,32.46,0,1,0,2,2
2025-02-08,2,Milk,Ghazipur,64.85,73.71,0,0,0,0,2
2022-04-17,4,Sugar,Azadpur,40.95,65.46,0,0,1,3,0
2021-08-10,8,Potato,Azadpur,27.45,28.07,0,0,0,2,0
2025-08-14,8,Onion,Rohini,34.55,89.95,0,1,1,1,6
2024-07-15,7,Sugar,Ghazipur,48.04,48.5,0,1,0,3,2
2023-08-27,8,Milk,Okhla,66.6,105.96,0,0,1,0,5
2024-03-07,3,Sugar,Azadpur,45.21,48.31,0,0,0,3,0
2021-11-30,11,Potato,Rohini,23.62,60.17,0,1,1,2,6
2023-02-06,2,Tomato,Rohini,39.34,42.92,0,0,0,4,6
2025-03-25,3,Onion,INA Market,35.54,36.26,0,0,0,1,3
2025-11-10,11,Potato,Okhla,26.13,76.52,0,0,1,2,5
2022-06-08,6,Potato,Okhla,23.11,24.09,0,0,0,2,5
2024-04-27,4,Tomato,INA Market,40.98,45.32,0,0,0,4,3
2024-04-06,4,Onion,Ghazipur,35.37,35.77,0,0,0,1,2
2021-01-17,1,Sugar,Ghazipur,40.18,86.07,0,0,1,3,2
2021-10-16,10,Milk,Daryaganj,60.25,66.69,0,0,0,0,1
2023-10-23,10,Milk,INA Market,60.72,64.23,0,0,0,0,3
2021-02-12,2,Sugar,Ghazipur,44.11,56.14,1,0,0,3,2
2021-04-24,4,Milk,Daryaganj,69.52,75.88,0,0,0,0,1
2024-11-22,11,Tomato,Okhla,41.42,55.47,1,0,0,4,5
2022-02-28,2,Sugar,Keshopur,41.44,45.89,0,0,0,3,4
2022-04-20,4,Potato,Daryaganj,25.99,52.73,0,0,1,2,1
2022-04-03,4,Sugar,Ghazipur,47.18,53.85,0,0,0,3,2
2025-06-22,6,Sugar,Keshopur,44.74,47.7,0,0,0,3,4
2024-09-23,9,Potato,Ghazipur,27.14,27.42,0,0,0,2,2
2022-10-04,10,Milk,Keshopur,70.81,71.34,0,0,0,0,4
2023-03-13,3,Milk,Azadpur,71.38,75.83,0,0,0,0,0
2024-04-10,4,Potato,Okhla,26.53,29.07,0,1,0,2,5
2025-04-27,4,Onion,Daryaganj,34.45,34.87,0,0,0,1,1
2024-01-28,1,Tomato,Keshopur,41.59,42.27,0,0,0,4,4
2023-12-15,12,Onion,INA Market,36.13,87.63,0,0,1,1,3
2024-12-16,12,Onion,Azadpur,35.41,47.08,0,1,0,1,0
2023-02-22,2,Milk,Okhla,72.56,80.3,0,0,0,0,5
2025-01-25,1,Milk,Rohini,71.72,79.96,0,0,0,0,6
2022-11-23,11,Milk,Keshopur,72.24,78.58,0,0,0,0,4
2021-09-07,9,Tomato,Daryaganj,109.56,118.26,0,0,0,4,1
2022-08-15,8,Potato,INA Market,25.36,27.58,0,0,0,2,3
2025-10-24,10,Potato,INA Market,24.3,25.48,0,0,0,2,3
2021-09-18,9,Milk,INA Market,60.9,68.65,0,0,0,0,3
2023-07-30,7,Onion,Ghazipur,32.94,35.22,0,0,0,1,2
2021-09-11,9,Tomato,Ghazipur,93.11,93.14,0,0,0,4,2
2021-02-27,2,Potato,INA Market,23.35,24.17,0,0,0,2,3
2024-01-28,1,Tomato,Rohini,43.58,50.01,0,0,0,4,6
2023-03-08,3,Milk,Daryaganj,61.54,62.92,0,1,0,0,1
2023-07-11,7,Milk,Ghazipur,59.47,155.57,0,0,1,0,2
2025-10-13,10,Tomato,Ghazipur,36.41,41.13,0,0,0,4,2
2022-06-30,6,Potato,Azadpur,23.67,58.8,0,0,1,2,0
2024-01-21,1,Milk,Rohini,62.41,71.69,0,0,0,0,6
2022-11-21,11,Onion,Keshopur,73.01,142.88,1,0,1,1,4
2021-06-25,6,Milk,Keshopur,68.92,71.78,0,0,0,0,4
2022-03-19,3,Milk,Ghazipur,59.67,60.48,0,0,0,0,2
2023-06-19,6,Sugar,INA Market,43.61,70.35,0,0,1,3,3
2025-05-27,5,Potato,Daryaganj,24.47,25.41,0,0,0,2,1
2025-03-16,3,Tomato,Ghazipur,39.0,42.8,0,0,0,4,2
2021-07-30,7,Potato,Okhla,26.38,27.25,0,0,0,2,5
2021-11-17,11,Sugar,INA Market,43.16,46.81,0,0,0,3,3
2022-06-06,6,Milk,Okhla,67.15,73.45,0,0,0,0,5
2024-05-09,5,Milk,Rohini,61.99,165.57,0,0,1,0,6
2022-09-19,9,Onion,Ghazipur,37.19,40.03,0,0,0,1,2
2024-10-01,10,Milk,INA Market,61.69,67.6,0,0,0,0,3
2025-07-22,7,Milk,Keshopur,60.08,90.92,0,0,1,0,4
2024-02-27,2,Milk,Okhla,64.03,71.61,0,0,0,0,5
2024-05-15,5,Milk,INA Market,70.03,89.17,1,0,0,0,3
2024-09-04,9,Potato,Ghazipur,27.07,28.52,0,0,0,2,2
2023-04-30,4,Onion,Ghazipur,31.53,48.24,0,0,1,1,2
2025-11-25,11,Sugar,Rohini,39.62,50.74,0,1,0,3,6
2025-08-06,8,Onion,INA Market,38.48,41.35,1,0,0,1,3
2021-08-31,8,Onion,Azadpur,34.7,37.13,0,0,0,1,0
2025-08-23,8,Milk,Azadpur,62.7,69.78,0,0,0,0,0
2023-07-26,7,Onion,Rohini,32.83,37.37,0,0,0,1,6
2023-05-27,5,Onion,Okhla,34.88,34.9,0,0,0,1,5
2024-07-26,7,Sugar,Azadpur,47.72,50.23,0,0,0,3,0
2024-05-10,5,Potato,INA Market,26.2,42.28,0,0,1,2,3
2021-06-16,6,Potato,Rohini,26.05,26.45,0,0,0,2,6
2025-08-17,8,Sugar,Ghazipur,46.36,47.13,0,0,0,3,2
2025-03-26,3,Milk,Daryaganj,64.61,69.16,0,0,0,0,1
2024-07-08,7,Sugar,Azadpur,43.8,47.95,0,0,0,3,0
2025-04-07,4,Potato,INA Market,24.6,28.24,0,0,0,2,3
2025-12-17,12,Potato,Daryaganj,24.39,25.96,0,0,0,2,1
2021-10-02,10,Potato,Daryaganj,25.82,29.33,0,0,0,2,1
2022-03-21,3,Milk,Daryaganj,66.58,178.38,0,0,1,0,1
2023-03-26,3,Onion,Keshopur,33.64,38.97,1,0,0,1,4
2023-06-22,6,Onion,Azadpur,33.55,36.71,0,0,0,1,0
2024-02-19,2,Milk,Okhla,72.51,112.83,0,0,1,0,5
2024-05-13,5,Milk,Daryaganj,61.49,68.44,0,0,0,0,1
2024-01-28,1,Tomato,Keshopur,40.49,41.87,0,0,0,4,4
2023-07-29,7,Sugar,Daryaganj,47.94,137.52,1,0,1,3,1
2024-08-18,8,Onion,Azadpur,32.94,40.2,1,0,0,1,0
2024-06-24,6,Onion,Azadpur,32.48,34.71,0,0,0,1,0
2021-04-15,4,Onion,Azadpur,32.06,36.34,0,0,0,1,0
2024-08-21,8,Milk,Ghazipur,68.17,135.28,0,0,1,0,2
2022-07-23,7,Onion,Okhla,35.94,36.46,1,0,0,1,5
2023-04-29,4,Sugar,Daryaganj,47.98,120.51,1,0,1,3,1
2025-06-30,6,Potato,Okhla,25.71,27.46,0,0,0,2,5
2023-12-23,12,Onion,Okhla,31.95,34.36,0,0,0,1,5
2024-07-31,7,Sugar,Okhla,40.01,42.73,0,0,0,3,5
2024-05-02,5,Potato,Daryaganj,25.53,28.66,0,0,0,2,1
2025-03-10,3,Potato,Keshopur,22.82,25.35,0,0,0,2,4
2025-11-17,11,Potato,Rohini,23.44,26.66,0,0,0,2,6
2022-08-14,8,Tomato,Azadpur,93.42,100.09,1,0,0,4,0
2025-11-11,11,Onion,Okhla,73.38,83.51,0,1,0,1,5
2021-01-30,1,Potato,INA Market,23.86,24.5,0,0,0,2,3
2025-12-28,12,Onion,Ghazipur,34.28,35.16,0,0,0,1,2
2024-02-16,2,Sugar,Okhla,40.8,42.26,0,0,0,3,5
2025-12-28,12,Milk,Daryaganj,62.87,69.31,0,0,0,0,1
2025-01-25,1,Onion,Daryaganj,35.72,39.12,0,0,0,1,1
2024-02-22,2,Tomato,Daryaganj,43.34,54.18,1,0,0,4,1
2022-04-07,4,Milk,Rohini,71.28,76.72,0,0,0,0,6
2021-03-25,3,Milk,Keshopur,61.24,63.19,0,0,0,0,4
2023-03-02,3,Milk,Okhla,66.16,144.53,0,0,1,0,5
2023-11-05,11,Potato,INA Market,25.59,42.46,0,0,1,2,3
2021-11-28,11,Onion,Okhla,70.53,79.72,0,0,0,1,5
2022-10-07,10,Sugar,Rohini,43.05,47.54,0,0,0,3,6
2023-12-19,12,Tomato,INA Market,42.31,42.86,0,0,0,4,3
